type,theme,count,percent,percent_count,dcat_theme_new
Federal,Acquisition,44,0.0632847670689084,0.06% (44),
City,Administration & Finance,197,0.9234952184511532,0.92% (197),
Federal,Administration and Oversight,81,0.1165015030132178,0.12% (81),
City,"Administration, Government, Public finances, Citizenship",9,0.0421901368835552,0.04% (9),"Public Service, Politics, and Governance"
Federal,Administrative,45,0.0647230572295654,0.06% (45),
State,Administrative,121,0.3993531139641572,0.40% (121),
County,Administrative and Fiscal Services,9,0.0826522178345118,0.08% (9),
Federal,Advanced Communications,2,0.002876580321314,0.00% (2),
Federal,Advanced Communications:Quantum communications,2,0.002876580321314,0.00% (2),
Federal,Advanced Communications:Wireless (RF),73,0.1049951817279618,0.10% (73),
Federal,Advisory Committee,1,0.001438290160657,0.00% (1),
Federal,Aeolus,4,0.005753160642628,0.01% (4),
Federal,Aerospace,225,0.3236152861478275,0.32% (225),
Federal,AfriSAR,10,0.0143829016065701,0.01% (10),
Federal,Agriculture,667,0.9593395371582264,0.96% (667),Agriculture and Food
State,Agriculture,90,0.2970395062543318,0.30% (90),Agriculture and Food
City,Agriculture,23,0.1078192387024188,0.11% (23),Agriculture and Food
Federal,"Aguateca, Guatemala",11,0.0158211917672271,0.02% (11),
Federal,AirMOSS,21,0.0302040933737972,0.03% (21),
Federal,"Ajkwa, Indonesia",1,0.001438290160657,0.00% (1),
Federal,"Akiyoshi, Japan",1,0.001438290160657,0.00% (1),
Federal,Aklavik Highway,18,0.0258892228918262,0.03% (18),
Federal,"Alaska borehole sites, AK",11,0.0158211917672271,0.02% (11),
Federal,Alcohol-Related Disease Impact,6,0.008629740963942,0.01% (6),
Federal,"Aleutian Volcanoes, AK",11,0.0158211917672271,0.02% (11),
Federal,"Aleutians, AK",18,0.0258892228918262,0.03% (18),
City,All External Datasets,4,0.0187511719482467,0.02% (4),
County,"All People Trust Government is Effective, Efficient and Fiscally Sound",2,0.0183671595187804,0.02% (2),"Public Service, Politics, and Governance"
Federal,"Alligator River, Australia",1,0.001438290160657,0.00% (1),
Federal,"Alma, GA",1,0.001438290160657,0.00% (1),
Federal,"Altamaha River, GA",8,0.011506321285256,0.01% (8),
Federal,"Altamaha, GA",1,0.001438290160657,0.00% (1),
Federal,"Altona, Manitoba, Canada",1,0.001438290160657,0.00% (1),
Federal,Ambler Legacy Line,18,0.0258892228918262,0.03% (18),
Federal,"Amboy Crater, CA",12,0.0172594819278841,0.02% (12),
Federal,Anaktuvuk Burn Scar East,18,0.0258892228918262,0.03% (18),
Federal,Anaktuvuk Burn Scar West,18,0.0258892228918262,0.03% (18),
Federal,Analytics,10,0.0143829016065701,0.01% (10),
Federal,"Andes-Antioquia, Colombia",11,0.0158211917672271,0.02% (11),
Federal,"Angkor, Cambodia",7,0.010068031124599,0.01% (7),
Federal,"Aniakchak Volc, AK",7,0.010068031124599,0.01% (7),
City,Animal Services,2,0.0093755859741233,0.01% (2),
Federal,Antarctic Ice - north,1,0.001438290160657,0.00% (1),
Federal,Antarctic Peninsula - north,7,0.010068031124599,0.01% (7),
Federal,Antarctic Peninsula - south,7,0.010068031124599,0.01% (7),
Federal,"Antioch, CA",7,0.010068031124599,0.01% (7),
Federal,"Antuco Volcano, Chile",18,0.0258892228918262,0.03% (18),
Federal,"Anza Borrego Park, CA",1,0.001438290160657,0.00% (1),
Federal,Applied Science,8,0.011506321285256,0.01% (8),
Federal,Aqua,307,0.4415550793217023,0.44% (307),
Federal,"Aquateca, Guatamala",7,0.010068031124599,0.01% (7),
Federal,"Araracuara, Colombia",1,0.001438290160657,0.00% (1),
County,Archive,52,0.4775461474882909,0.48% (52),
City,Archived,8,0.0375023438964935,0.04% (8),
Federal,"Arenal Research Area,  Costa Rica",7,0.010068031124599,0.01% (7),
Federal,Arkansas 1,11,0.0158211917672271,0.02% (11),
Federal,Arkansas 2 and forest management 3,11,0.0158211917672271,0.02% (11),
Federal,"Arkansas County, AK",1,0.001438290160657,0.00% (1),
City,Art,3,0.014063378961185,0.01% (3),
City,Arts & Culture,28,0.1312582036377273,0.13% (28),
City,"Arts, Culture, History",6,0.0281267579223701,0.03% (6),
Federal,"Ashurst Lake, AZ",1,0.001438290160657,0.00% (1),
Federal,"Askja Caldera, Iceland",11,0.0158211917672271,0.02% (11),
Federal,"Askja, Iceland",1,0.001438290160657,0.00% (1),
Federal,"Aso, Japan",7,0.010068031124599,0.01% (7),
Federal,"Aspen, Canada",1,0.001438290160657,0.00% (1),
Federal,Assisted Reproductive Technology (ART),16,0.0230126425705121,0.02% (16),Agriculture and Food
Federal,"Atchafalaya Basin, LA",7,0.010068031124599,0.01% (7),
Federal,"Atchafalaya Delta, LA",11,0.0158211917672271,0.02% (11),
Federal,"Atchafalaya River Delta, LA",11,0.0158211917672271,0.02% (11),
Federal,Atomic / molecular / quantum,15,0.0215743524098551,0.02% (15),
Federal,Atqasuk Legacy Line,18,0.0258892228918262,0.03% (18),
Federal,Auctions,1,0.001438290160657,0.00% (1),
Federal,Audit,22,0.0316423835344542,0.03% (22),
City,Auditor,5,0.0234389649353084,0.02% (5),
City,Audits and Reports,25,0.1171948246765422,0.12% (25),
Federal,"Augustine Island, AK",7,0.010068031124599,0.01% (7),
Federal,"Augustine volcano, AK",7,0.010068031124599,0.01% (7),
Federal,Aura,234,0.3365598975937405,0.34% (234),
Federal,"Austin - west, TX",7,0.010068031124599,0.01% (7),
Federal,Automobiles,324,0.4660060120528715,0.47% (324),
Federal,"Avenal, CA",7,0.010068031124599,0.01% (7),
Federal,Aviation,52,0.0747910883541645,0.07% (52),
State,Aviation,9,0.0297039506254331,0.03% (9),
City,Aviation,3,0.014063378961185,0.01% (3),
Federal,"Avra Valley, AZ",1,0.001438290160657,0.00% (1),
Federal,"Awaji, Japan",7,0.010068031124599,0.01% (7),
Federal,Awareness and Research,1,0.001438290160657,0.00% (1),
Federal,"Azufral Volcano, Colombia",11,0.0158211917672271,0.02% (11),
Federal,"BCEF, Chandalar River, AK",1,0.001438290160657,0.00% (1),
Federal,"BERMS, Canada",11,0.0158211917672271,0.02% (11),
Federal,BIGFOOT,6,0.008629740963942,0.01% (6),
Federal,BIO_BURN,1,0.001438290160657,0.00% (1),
Federal,BOREAS,303,0.4358019186790743,0.44% (303),
Federal,"Bagley Icefield, AK",7,0.010068031124599,0.01% (7),
Federal,"Bajo La Justa, Guatamala",7,0.010068031124599,0.01% (7),
Federal,"Baker Creek, Canada",18,0.0258892228918262,0.03% (18),
Federal,"Balayan Bay, Philippines",1,0.001438290160657,0.00% (1),
Federal,"Barataria Bay, LA",11,0.0158211917672271,0.02% (11),
Federal,"Barbers Point, HI",1,0.001438290160657,0.00% (1),
Federal,"Barrier Islands, MS",18,0.0258892228918262,0.03% (18),
Federal,"Barro Colorado Island, Panama",18,0.0258892228918262,0.03% (18),
Federal,Barrow Legacy Line,18,0.0258892228918262,0.03% (18),
Federal,"Barrow Tower, AK",7,0.010068031124599,0.01% (7),
Federal,"Bartlett/Hubbard Brook, NH",18,0.0258892228918262,0.03% (18),
Federal,Baseline 1,11,0.0158211917672271,0.02% (11),
Federal,Baseline 2,11,0.0158211917672271,0.02% (11),
Federal,Baseline 3,11,0.0158211917672271,0.02% (11),
Federal,Baseline 4,11,0.0158211917672271,0.02% (11),
Federal,Baseline 5,11,0.0158211917672271,0.02% (11),
Federal,Baseline 6,11,0.0158211917672271,0.02% (11),
Federal,Baseline 7,11,0.0158211917672271,0.02% (11),
Federal,Baseline 8,11,0.0158211917672271,0.02% (11),
Federal,Baseline 9,11,0.0158211917672271,0.02% (11),
City,Basic City Services,15,0.0703168948059253,0.07% (15),
Federal,Basic Education,60,0.0862974096394206,0.09% (60),Education
Federal,Basic Statistics,598,0.8600975160728925,0.86% (598),
Federal,"Beardstown, IL",8,0.011506321285256,0.01% (8),
Federal,"Beaufort Sea, AK",11,0.0158211917672271,0.02% (11),
City,Beautification,1,0.0046877929870616,0.00% (1),
Federal,Behavioral Risk Factors,18,0.0258892228918262,0.03% (18),
Federal,"Behchoko, Canada",18,0.0258892228918262,0.03% (18),
Federal,Belize,7,0.010068031124599,0.01% (7),
Federal,Belize - northern,7,0.010068031124599,0.01% (7),
Federal,"Belted Range, NV",7,0.010068031124599,0.01% (7),
Federal,"Berger Levee, MIssouri R, MO",1,0.001438290160657,0.00% (1),
Federal,"Bermejo Basin, Argentina",1,0.001438290160657,0.00% (1),
Federal,"Bermejo River, Argentina",11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 120m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 160m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 200m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 240m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 280m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 40m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR 80m baseline,11,0.0158211917672271,0.02% (11),
Federal,Berms TomoSAR reference line,18,0.0258892228918262,0.03% (18),
Federal,Bicycles and Pedestrians,52,0.0747910883541645,0.07% (52),
Federal,"Big Delta, AK",7,0.010068031124599,0.01% (7),
Federal,"Big Island, HI",18,0.0258892228918262,0.03% (18),
Federal,"Big Sur Coastline, CA",7,0.010068031124599,0.01% (7),
Federal,"Big Sur, CA",11,0.0158211917672271,0.02% (11),
Federal,"Big Sur, California",11,0.0158211917672271,0.02% (11),
Federal,"Bighorn Basin, WY",1,0.001438290160657,0.00% (1),
Federal,"Bintulu, Malaysia",8,0.011506321285256,0.01% (8),
Federal,Bioscience,11,0.0158211917672271,0.02% (11),
Federal,Bioscience: Genomic measurements,1,0.001438290160657,0.00% (1),
Federal,Bioscience:Biomaterials,12,0.0172594819278841,0.02% (12),
Federal,Bioscience:Bioprocessing,6,0.008629740963942,0.01% (6),
Federal,Bioscience:Cell biology,9,0.0129446114459131,0.01% (9),
Federal,Bioscience:Chemistry,1,0.001438290160657,0.00% (1),
Federal,Bioscience:Engineering/synthetic biology,4,0.005753160642628,0.01% (4),
Federal,Bioscience:Genomic measurements,5,0.007191450803285,0.01% (5),
Federal,Bioscience:Genomics,1,0.001438290160657,0.00% (1),
Federal,Bioscience:Lipidomics,1,0.001438290160657,0.00% (1),
Federal,Bioscience:Microbial measurements,5,0.007191450803285,0.01% (5),
Federal,Bioscience:Proteomics,9,0.0129446114459131,0.01% (9),
State,Biota,69,0.227730288128321,0.23% (69),
Federal,"Birchip, Victoria",1,0.001438290160657,0.00% (1),
Federal,"Bishop, CA",8,0.011506321285256,0.01% (8),
Federal,"Black Spruce, Canada",1,0.001438290160657,0.00% (1),
Federal,"Blodgett Forest, CA",11,0.0158211917672271,0.02% (11),
Federal,Blog,74,0.1064334718886188,0.11% (74),
Federal,"Blue Glacier, WA",7,0.010068031124599,0.01% (7),
Federal,"Bolivar Peninsula, TX",8,0.011506321285256,0.01% (8),
Federal,Bonanaza Creek LTER,11,0.0158211917672271,0.02% (11),
Federal,Bonanza Creek LTER,18,0.0258892228918262,0.03% (18),
Federal,"Bonanza Creek, AK",8,0.011506321285256,0.01% (8),
Federal,"Boquete, Costa Rica",11,0.0158211917672271,0.02% (11),
Federal,"Bora Bora, French Polynesia",7,0.010068031124599,0.01% (7),
Federal,"Boreal Forest, SK, Canada",11,0.0158211917672271,0.02% (11),
Federal,"Borehole Sites, Alaska",11,0.0158211917672271,0.02% (11),
Federal,"Bougainville, Papua New Guinea",7,0.010068031124599,0.01% (7),
State,Boundaries,35,0.1155153635433512,0.12% (35),
Federal,"Brady Glacier, Canada",7,0.010068031124599,0.01% (7),
Federal,"Brazos River, TX",18,0.0258892228918262,0.03% (18),
Federal,"Brisbane, Australia",1,0.001438290160657,0.00% (1),
Federal,Brunei,8,0.011506321285256,0.01% (8),
Federal,Budget,1,0.001438290160657,0.00% (1),
City,Budget,26,0.1218826176636039,0.12% (26),
State,Budget,15,0.0495065843757219,0.05% (15),
City,Budget & Finance,4,0.0187511719482467,0.02% (4),
City,Budget and Finance,137,0.6422276392274517,0.64% (137),
City,Budget/Finance,8,0.0375023438964935,0.04% (8),
Federal,"Buenos Aires Province, Argentina",11,0.0158211917672271,0.02% (11),
Federal,"Buffalo Creek, GA",2,0.002876580321314,0.00% (2),
City,Building Permits & Inspections,2,0.0093755859741233,0.01% (2),Infrastructure
City,Building and Development,22,0.1031314457153572,0.10% (22),Infrastructure
State,Building and Facilities,13,0.042905706458959,0.04% (13),Infrastructure
City,Buildings,14,0.0656291018188636,0.07% (14),Infrastructure
City,Buildings & Trails,2,0.0093755859741233,0.01% (2),Infrastructure
Federal,Buildings and Construction,1,0.001438290160657,0.00% (1),Infrastructure
Federal,Buildings and Construction:Air conditioning and heating equipment,5,0.007191450803285,0.01% (5),Infrastructure
Federal,Buildings and Construction:Building codes and standards,2,0.002876580321314,0.00% (2),Infrastructure
Federal,Buildings and Construction:Building control systems,2,0.002876580321314,0.00% (2),Infrastructure
Federal,Buildings and Construction:Building economics,2,0.002876580321314,0.00% (2),"Business, Economic, and Financial"
